text,label,Experience of Unity,Spiritual Experience,Blissful State,Insightfulness,Disembodiment,Impaired control and cognition,anxiety,Complex imagery,elementary imagery,audio-visual synesthesiase,Changed meaning of percepts,Oceanic Boundlessness,Ego-Dissolution,Visionary Restructuralization,Additional Items of Secondary Scale
I don’t like to take risks,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I can easily work out what another person might want to talk about,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I can tell if someone is masking their true emotion,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Before making a decision, I always weigh up the pros and cons",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I don’t consciously work out the rules of social situations,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am good at predicting what someone will do,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I tend to get emotionally involved with a friend’s problems,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I can usually appreciate the other person’s viewpoint, even if I don’t agree with it",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upsetting memories about a stressful event that pop into your head unplanned or when you are reminded,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad dreams related to a stressful event that feels like it is happening in the dream,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acting or feeling as if the stressful event is happening right now,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling very emotionally upset when you are reminded of a stressful event,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Strong physical reactions when reminded of a stressful event (sweating, heart beating fast",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trying not to remember, talk about or have feelings about a stressful event",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avoiding activities, people, places or things that remind you of a stressful event",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not being able to remember an important part of a stressful event,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Negative changes in how you think about yourself, others or the world after a stressful event",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thinking a stressful event happened because you or someone else did something wrong or did not do enough to stop it,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Having a very negative emotional state (afraid, angry, guilty, ashamed",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Losing interest in activities you used to enjoy before a stressful event,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling distant or cut off from people around you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not being able to have positive feelings (being happy, having loving feelings",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling irritable or having angry outbursts without a good reason and taking it out on other people or things,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risky behavior or behavior that could hurt you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being overly alert or on guard,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being jumpy or easily startled,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Problems with concentration,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trouble falling or staying asleep,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I sometimes avoid going to places where there will be many people because I will get anxious,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other people see me as slightly eccentric (odd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do you believe in telepathy (mind-reading,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People sometimes comment on my unusual mannerisms and habits,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I sometimes jump quickly from one topic to another when speaking,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am not good at expressing my true feelings by the way I talk and look,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When you look at a person or yourself in a mirror, have you ever seen the face change right before your eyes",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I sometimes forget what I am trying to say,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I rarely laugh and smile,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do you sometimes get concerned that friends or co-workers are not really loyal or trustworthy,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I get anxious when meeting people for the first time,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Do you believe in clairvoyance ( psychic forces, fortune telling",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I often hear a voice speaking my thoughts aloud,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I find it hard to be emotionally close to other people,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I often ramble on too much when speaking,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do you often feel nervous when you are in a group of unfamiliar people,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Do you feel that there is no one you are really close to outside of your immediate family, or people you can confide in or talk to about personal problems",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When shopping do you get the feeling that other people are taking notice of you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I feel very uncomfortable in social situations involving unfamiliar people,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Have you had experiences with astrology, seeing the future, UFO's, ESP, or a sixth sense",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do everyday things seem unusually large or small,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have you ever felt that you are communicating with another person telepathically (by mind-reading,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do you tend to wander off the topic when having a conversation,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I often feel that others have it in for me,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do you sometimes feel that other people are watching you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do you sometimes feel that people are talking about you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Are your thoughts sometimes so strong that you can almost hear them,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do you often have to keep an eye out to stop people from taking advantage of you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Do you feel that you cannot get ""close"" to people",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I have some eccentric (odd) habits,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I tend to keep my feelings to myself,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unpleasant thoughts come into my mind against my will and I cannot get rid of them,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I think contact with bodily secretions (sweat, saliva, blood, urine, etc.) may contaminate my clothes or somehow harm me",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I ask people to repeat things to me several times, even though I understood them the first time",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I wash and clean obsessively,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I have to review mentally past events, conversations and actions to make sure that I didn’t do something wrong",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I check things more often than necessary,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I avoid using public toilets because I am afraid of disease or contamination,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I repeatedly check doors, windows, drawers etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I repeatedly check gas / water taps / light switches after turning them off,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I collect things I don’t need,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I have thoughts of having hurt someone without knowing it,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I have thoughts that I might want to harm myself or others,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I feel obliged to follow a particular order in dressing, undressing and washing myself",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am afraid of impulsively doing embarrassing or harmful things,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I need to pray to cancel bad thoughts or feelings,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I keep on checking forms or other things I have written,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I get upset at the sight of knives, scissors or other sharp objects in case I lose control with them",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I find it difficult to touch an object when I know it has been touched by strangers or certain people,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I need things to be arranged in a particular order,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I get behind in my work because I repeat things over and over again,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I feel I have to repeat certain numbers,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"After doing something carefully, I still have the impression I haven’t finished it",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I find it difficult to touch rubbish or dirty things,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I find it difficult to control my thoughts,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am upset by unpleasant thoughts that come into my mind against my will,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Before going to sleep I have to do certain things in a certain way,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I go back to places to make sure that I have not harmed anyone,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I frequently get nasty thoughts and have difficulty getting rid of them,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I feel that I must repeat certain words or phrases in my mind I order to wipe out bad thoughts, feelings or actions",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"After I have done things, I have persistent doubts about whether I really did them",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I sometimes have to wash or clean myself simply because I feel contaminated,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I feel that there are good and bad numbers,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I repeatedly check anything that might cause a fire,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I wash my hands more often, or for longer than necessary",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"How often do you have trouble wrapping up the final details of a project, once the challenging parts have been done",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How often do you have difficulty getting things in order when you have to do a task that requires organization,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How often do you have problems remembering appointments or obligations,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When you have a task that requires a lot of thought, how often do you avoid or delay getting started",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How often do you fidget or squirm with your hands or feet when you have to sit down for a long time,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"How often do you feel overly active and compelled to do things, like you were driven by a motor",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How often do you make careless mistakes when you have to work on a boring or difficult project,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How often do you have difficulty keeping your attention when you are doing boring or repetitive work,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"How often do you have difficulty concentrating on what people say to you, even when they are speaking to you directly",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How often do you misplace or have difficulty finding things at home or at work,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How often are you distracted by activity or noise around you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How often do you leave your seat in meetings or other situations in which you are expected to remain seated,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How often do you feel restless or fidgety,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How often do you have difficulty unwinding and relaxing when you have time to yourself,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How often do you find yourself talking too much when you are in social situations,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When you’re in a conversation, how often do you find yourself finishing the sentences of the people you are talking to, before they can finish them themselves",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How often do you have difficulty waiting your turn in situations when turn taking is required,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How often do you interrupt others when they are busy,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I can become entirely absorbed in thinking about my personal affairs, my health, my cares or my relations to others",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My feelings are easily hurt by ridicule or the slighting remarks of others,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When I enter a room I often become self-conscious and feel that the eyes of others are upon me,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I dislike sharing the credit of an achievement with others,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I feel that I have enough on my hand without worrying about other people's troubles,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I feel that I am temperamentally different from most people,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I often interpret the remarks of others in a personal way,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I easily become wrapped up in my own interests and forget the existence of others,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I dislike being with a group unless I know that I am appreciated by at least one of those present,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am secretly ""put out"" or annoyed when other people come to me with their troubles, asking me for their time and sympathy",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am jealous of good-looking people,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I tend to feel humiliated when criticized,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I wonder why other people aren't more appreciative of my good qualities,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I tend to see other people as being either great or terrible,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I sometimes have fantasies about being violent without knowing why,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am especially sensitive to success and failure,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I have problems that nobody else seems to understand,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I try to avoid rejection at all costs,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"My secret thoughts, feelings, and actions would horrify some of my friends",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I tend to become involved in relationships in which I alternately adore and despise the other person,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Even when I am in a group of friends, I often feel very alone and uneasy",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I resent others who have what I lack,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defeat or disappointment usually shame or anger me, but I try not to show it",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Have you found your enjoyment in being with people changes -- from times when you enjoy them immensely and want to be with them all the time, to times when you do not want to see them at all",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Have you become sad, depressed, or irritable for several days or more without really understanding why",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Have you experienced periods of several days or more when, although you were feeling unusually happy and intensely energetic(clearly more than your usual self), you were also physically restless, unable to sit still, and have to keep moving or jumping from one activity to another",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Have there been periods of several days or more when you felt that you needed more sleep, even though you slept longer at night or napped more during the day (not including times of exercise, physical illness, or heavy work schedules",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have people said that you looked sad or lonely,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have there been periods of several days or more when you were almost constantly active such that others told you they couldn’t keep up with you or that you wore them out,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Have there been periods of several days or more when you could not keep your attention on any one thing for more than a few seconds, and your mind jumped rapidly from one thought to another or to things around you",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have there been periods lasting several days or more when you lost almost all interest in people close to you and spent long times by yourself,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have you had periods of several days or more when food seemed rather flavorless and you didn’t enjoy eating at all,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have there been periods of several days or more when your friends or other family members told you that you seemed unusually happy or high –clearly different from your usual self or from a typical good mood,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Have there been times when your memory or concentration seemed especially poor and you found it difficult, for example, to read or follow aTV program, even though you tried",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Have there been times when you lost almost all interest in the things that you usually like to do (such as hobbies, school, work, entertainment",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have you had periods of sadness and depression when almost everything gets on your nerves and makes you irritable or angry (other than related to the menstrual cycle,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have there been times of several days or more when you did not feel the need for sleep and were able to stay awake and alert for much longer than usual because you were full of energy,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have you had long periods in which you felt that you couldn’t enjoy life as easily as other people,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Have there been times of several days or more when you were so tired and worn out that it was very difficult or even impossible to do your normal everyday activities (not including times of intense exercise, physical illness, or heavy work schedules",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have there been periods lasting several days or more when you spent much of your time brooding about unpleasant things that have happened,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Have there been times when you felt that you were physically cut off from other people or from yourself, or felt as if you were in a dream, or felt that the world looked different or had changed in some way",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Have you had periods of extreme happiness and intense energy lasting several days or more when you also felt much more anxious or tense(jittery, nervous, uptight) than usual (other than related to the menstrual cycle",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
